Date	Team	Opp	BO	Pos	PA	H	2B	3B	HR	R	RBI	SB	CS	BB%	K%	ISO	BABIP	AVG	OBP	SLG	wOBA	wRC+
"<a href=""wins.aspx?date=2017-06-06&team=Nationals&dh=0"">2017-06-06</a>"	WSN	@LAD	3	RF	4	1	1	0	0	1	1	0	0	0.00%	25.00%	0.333	0.333	0.333	0.25	0.667	0.308	86
"<a href=""wins.aspx?date=2017-06-05&team=Nationals&dh=0"">2017-06-05</a>"	WSN	@LAD	3	RF	4	1	0	0	0	0	1	0	0	0.00%	50.00%	0	0.5	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-06-04&team=Nationals&dh=0"">2017-06-04</a>"	WSN	@OAK	3	RF	5	0	0	0	0	2	0	1	0	60.00%	40.00%	0	0	0	0.6	0	0.346	111
"<a href=""wins.aspx?date=2017-05-30&team=Nationals&dh=0"">2017-05-30</a>"	WSN	@SFG	3	RF	5	0	0	0	0	0	0	0	0	0.00%	60.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-05-29&team=Nationals&dh=0"">2017-05-29</a>"	WSN	@SFG	3	RF	4	0	0	0	0	0	0	0	0	0.00%	25.00%	0	0	0	0.25	0	0.181	2
"<a href=""wins.aspx?date=2017-05-27&team=Nationals&dh=0"">2017-05-27</a>"	WSN	SDP	3	RF	4	1	0	0	0	0	1	0	0	0.00%	25.00%	0	0.333	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-05-26&team=Nationals&dh=0"">2017-05-26</a>"	WSN	SDP	3	RF	4	1	0	0	1	1	2	0	0	25.00%	0.00%	1	0	0.333	0.5	1.333	0.66	317
"<a href=""wins.aspx?date=2017-05-25&team=Nationals&dh=0"">2017-05-25</a>"	WSN	SEA	3	RF	4	1	1	0	0	0	0	0	0	0.00%	25.00%	0.25	0.333	0.25	0.25	0.5	0.308	86
"<a href=""wins.aspx?date=2017-05-24&team=Nationals&dh=0"">2017-05-24</a>"	WSN	SEA	3	RF	4	0	0	0	0	0	0	0	0	50.00%	0.00%	0	0	0	0.5	0	0	-100
"<a href=""wins.aspx?date=2017-05-23&team=Nationals&dh=0"">2017-05-23</a>"	WSN	SEA	3	RF	4	1	0	0	1	1	1	0	0	0.00%	25.00%	0.75	0	0.25	0.25	1	0.495	209
"<a href=""wins.aspx?date=2017-05-21&team=Nationals&dh=0"">2017-05-21</a>"	WSN	@ATL	3	RF	4	1	0	0	0	0	1	0	0	0.00%	50.00%	0	0.5	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-05-20&team=Nationals&dh=0"">2017-05-20</a>"	WSN	@ATL	3	RF	4	1	0	0	0	0	0	0	0	0.00%	0.00%	0	0.25	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-05-19&team=Nationals&dh=0"">2017-05-19</a>"	WSN	@ATL	3	RF	4	1	1	0	0	0	2	0	0	0.00%	25.00%	0.25	0.333	0.25	0.25	0.5	0.308	86
"<a href=""wins.aspx?date=2017-05-18&team=Nationals&dh=0"">2017-05-18</a>"	WSN	@PIT	3	RF	4	0	0	0	0	0	0	0	0	0.00%	75.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-05-17&team=Nationals&dh=0"">2017-05-17</a>"	WSN	@PIT	3	RF	4	0	0	0	0	0	0	0	0	0.00%	0.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-05-16&team=Nationals&dh=0"">2017-05-16</a>"	WSN	@PIT	3	RF	5	2	0	0	1	2	2	0	0	20.00%	0.00%	0.75	0.333	0.5	0.6	1.25	0.71	350
"<a href=""wins.aspx?date=2017-05-14&team=Nationals&dh=2"">2017-05-14</a>"	WSN	PHI	3	RF	4	3	1	0	0	0	2	0	0	0.00%	0.00%	0.25	0.75	0.75	0.75	1	0.746	374
"<a href=""wins.aspx?date=2017-05-14&team=Nationals&dh=1"">2017-05-14</a>"	WSN	PHI	3	RF	4	2	0	0	1	1	1	0	0	0.00%	0.00%	0.75	0.333	0.5	0.5	1.25	0.714	353
"<a href=""wins.aspx?date=2017-05-13&team=Nationals&dh=0"">2017-05-13</a>"	WSN	PHI	3	RF	5	1	0	0	1	2	2	0	0	20.00%	20.00%	0.75	0	0.25	0.4	1	0.534	235
"<a href=""wins.aspx?date=2017-05-10&team=Nationals&dh=0"">2017-05-10</a>"	WSN	BAL	3	RF	5	2	1	0	0	1	0	0	0	0.00%	20.00%	0.2	0.5	0.4	0.4	0.6	0.422	161
"<a href=""wins.aspx?date=2017-05-09&team=Nationals&dh=0"">2017-05-09</a>"	WSN	@BAL	3	RF	5	0	0	0	0	0	0	0	0	20.00%	40.00%	0	0	0	0.2	0	0	-100
"<a href=""wins.aspx?date=2017-05-08&team=Nationals&dh=0"">2017-05-08</a>"	WSN	@BAL	3	RF	4	2	0	0	1	1	2	0	0	25.00%	25.00%	1	1	0.667	0.75	1.667	0.887	467
"<a href=""wins.aspx?date=2017-05-04&team=Nationals&dh=0"">2017-05-04</a>"	WSN	ARI	3	RF	4	0	0	0	0	1	0	0	0	25.00%	25.00%	0	0	0	0.25	0	0.173	-3
"<a href=""wins.aspx?date=2017-05-03&team=Nationals&dh=0"">2017-05-03</a>"	WSN	ARI	3	RF	4	1	0	0	0	1	0	0	0	25.00%	25.00%	0	0.5	0.333	0.5	0.333	0.392	142
"<a href=""wins.aspx?date=2017-05-02&team=Nationals&dh=0"">2017-05-02</a>"	WSN	ARI	3	RF	5	1	0	0	0	1	1	0	0	40.00%	0.00%	0	0.333	0.333	0.6	0.333	0.452	181
"<a href=""wins.aspx?date=2017-04-30&team=Nationals&dh=0"">2017-04-30</a>"	WSN	NYM	3	RF	6	2	0	0	1	4	1	0	0	33.30%	0.00%	0.75	0.333	0.5	0.667	1.25	0.71	350
"<a href=""wins.aspx?date=2017-04-29&team=Nationals&dh=0"">2017-04-29</a>"	WSN	NYM	3	RF	4	0	0	0	0	0	0	0	0	0.00%	75.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-04-28&team=Nationals&dh=0"">2017-04-28</a>"	WSN	NYM	3	RF	5	1	0	0	0	0	0	0	0	0.00%	60.00%	0	0.5	0.2	0.2	0.2	0.175	-1
"<a href=""wins.aspx?date=2017-04-27&team=Nationals&dh=0"">2017-04-27</a>"	WSN	@COL	3	RF	6	1	0	0	1	2	3	0	0	16.70%	0.00%	0.6	0	0.2	0.333	0.8	0.445	176
"<a href=""wins.aspx?date=2017-04-26&team=Nationals&dh=0"">2017-04-26</a>"	WSN	@COL	3	RF	5	4	1	0	0	2	1	0	0	20.00%	0.00%	0.25	1	1	1	1.25	0.911	483
"<a href=""wins.aspx?date=2017-04-25&team=Nationals&dh=0"">2017-04-25</a>"	WSN	@COL	3	RF	5	2	1	0	0	2	1	0	0	20.00%	20.00%	0.25	0.667	0.5	0.6	0.75	0.56	252
"<a href=""wins.aspx?date=2017-04-24&team=Nationals&dh=0"">2017-04-24</a>"	WSN	@COL	9	PH	1	0	0	0	0	0	0	0	0	0.00%	0.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-04-23&team=Nationals&dh=0"">2017-04-23</a>"	WSN	@NYM	3	RF	4	2	0	0	0	2	0	0	0	0.00%	25.00%	0	0.667	0.5	0.5	0.5	0.438	172
"<a href=""wins.aspx?date=2017-04-22&team=Nationals&dh=0"">2017-04-22</a>"	WSN	@NYM	3	RF	5	0	0	0	0	1	0	0	0	60.00%	40.00%	0	0	0	0.6	0	0.346	111
"<a href=""wins.aspx?date=2017-04-21&team=Nationals&dh=0"">2017-04-21</a>"	WSN	@NYM	3	RF	5	2	1	0	1	2	2	0	0	20.00%	0.00%	1	0.333	0.5	0.6	1.5	0.781	397
"<a href=""wins.aspx?date=2017-04-20&team=Nationals&dh=0"">2017-04-20</a>"	WSN	@ATL	3	RF	4	1	0	0	0	1	0	0	0	25.00%	0.00%	0	0.333	0.333	0.5	0.333	0.392	142
"<a href=""wins.aspx?date=2017-04-19&team=Nationals&dh=0"">2017-04-19</a>"	WSN	@ATL	3	RF	5	4	1	0	2	3	5	0	0	20.00%	0.00%	1.75	1	1	1	2.75	1.516	881
"<a href=""wins.aspx?date=2017-04-18&team=Nationals&dh=0"">2017-04-18</a>"	WSN	@ATL	3	RF	4	2	2	0	0	1	0	0	1	25.00%	25.00%	0.667	1	0.667	0.75	1.333	0.789	403
"<a href=""wins.aspx?date=2017-04-16&team=Nationals&dh=0"">2017-04-16</a>"	WSN	PHI	3	RF	5	3	0	0	2	2	5	0	0	0.00%	0.00%	1.2	0.333	0.6	0.6	1.8	0.967	520
"<a href=""wins.aspx?date=2017-04-15&team=Nationals&dh=0"">2017-04-15</a>"	WSN	PHI	3	RF	4	0	0	0	0	0	0	0	0	0.00%	0.00%	0	0	0	0	0	0	-100
